_screen_index,database,evaluation_file,screening_id,screening_title,status,matched_title,best_candidate_title,best_candidate_doi,match_method,match_score,margin
418,IEEE,IEEE_S1_batch_401-420.jsonl,10917640,Adversarial Attacks on IoT Systems Leveraging Large Language Models,MATCHED,Adversarial Attacks on IoT Systems Leveraging Large Language Models,Adversarial Attacks on IoT Systems Leveraging Large Language Models,10.1109/iiki65561.2024.00035,ID_EXACT,1.0,
419,IEEE,IEEE_S1_batch_401-420.jsonl,10910783,Chat GPT and Cyber Risks: Need of Custom Large Language Models,MATCHED,Chat GPT and Cyber Risks: Need of Custom Large Language Models,Chat GPT and Cyber Risks: Need of Custom Large Language Models,10.1109/icdds62937.2024.10910783,ID_EXACT,1.0,
420,IEEE,IEEE_S1_batch_421-440.jsonl,10900215,Robustness of Large Language Models Against Adversarial Attacks,MATCHED,Robustness of Large Language Models Against Adversarial Attacks,Robustness of Large Language Models Against Adversarial Attacks,10.1109/icairc64177.2024.10900215,ID_EXACT,1.0,
421,IEEE,IEEE_S1_batch_421-440.jsonl,10884369,Goal-Guided Generative Prompt Injection Attack on Large Language Models,MATCHED,Goal-Guided Generative Prompt Injection Attack on Large Language Models,Goal-Guided Generative Prompt Injection Attack on Large Language Models,10.1109/icdm59182.2024.00119,ID_EXACT,1.0,
422,IEEE,IEEE_S1_batch_421-440.jsonl,10885191,Reinforcement Learning-powered Effectiveness and Efficiency Few-shot Jailbreaking Attack LLMs,MATCHED,Reinforcement Learning-powered Effectiveness and Efficiency Few-shot Jailbreaking Attack LLMs,Reinforcement Learning-powered Effectiveness and Efficiency Few-shot Jailbreaking Attack LLMs,10.1109/ispa63168.2024.00269,ID_EXACT,1.0,
423,IEEE,IEEE_S1_batch_421-440.jsonl,10882696,SiJesi: Large Language Model Chatbot with Augmented Retrieval Approach Generation and Prompt Engineering,MATCHED,SiJesi: Large Language Model Chatbot with Augmented Retrieval Approach Generation and Prompt Engineering,SiJesi: Large Language Model Chatbot with Augmented Retrieval Approach Generation and Prompt Engineering,10.1109/cenim64038.2024.10882696,ID_EXACT,1.0,
424,IEEE,IEEE_S1_batch_421-440.jsonl,10866433,The Colossal Defense: Security Challenges of Large Language Models,MATCHED,The Colossal Defense: Security Challenges of Large Language Models,The Colossal Defense: Security Challenges of Large Language Models,10.1109/delcon64804.2024.10866433,ID_EXACT,1.0,
425,IEEE,IEEE_S1_batch_421-440.jsonl,10863664,Applying Pre-trained Multilingual BERT in Embeddings for Improved Malicious Prompt Injection Attacks Detection,MATCHED,Applying Pre-trained Multilingual BERT in Embeddings for Improved Malicious Prompt Injection Attacks Detection,Applying Pre-trained Multilingual BERT in Embeddings for Improved Malicious Prompt Injection Attacks Detection,10.1109/aibthings63359.2024.10863664,ID_EXACT,1.0,
426,IEEE,IEEE_S1_batch_421-440.jsonl,10835636,[Short Paper] Forensic Analysis of Indirect Prompt Injection Attacks on LLM Agents,MATCHED,[Short Paper] Forensic Analysis of Indirect Prompt Injection Attacks on LLM Agents,[Short Paper] Forensic Analysis of Indirect Prompt Injection Attacks on LLM Agents,10.1109/tps-isa62245.2024.00053,ID_EXACT,1.0,
427,IEEE,IEEE_S1_batch_421-440.jsonl,10835584,LLM-Sentry: A Model-Agnostic Human-in-the-Loop Framework for Securing Large Language Models,MATCHED,LLM-Sentry: A Model-Agnostic Human-in-the-Loop Framework for Securing Large Language Models,LLM-Sentry: A Model-Agnostic Human-in-the-Loop Framework for Securing Large Language Models,10.1109/tps-isa62245.2024.00036,ID_EXACT,1.0,
428,IEEE,IEEE_S1_batch_421-440.jsonl,10835439,Probing Robustness of In-context Learning in LLM Classification Predictions Under Label Noise,MATCHED,Probing Robustness of In-context Learning in LLM Classification Predictions Under Label Noise,Probing Robustness of In-context Learning in LLM Classification Predictions Under Label Noise,10.1109/tps-isa62245.2024.00057,ID_EXACT,1.0,
429,IEEE,IEEE_S1_batch_421-440.jsonl,10825802,Are Existing Large Language Models Robust Against Jailbreak Attacks?,MATCHED,Are Existing Large Language Models Robust Against Jailbreak Attacks?,Are Existing Large Language Models Robust Against Jailbreak Attacks?,10.1109/bigdata62323.2024.10825802,ID_EXACT,1.0,
430,IEEE,IEEE_S1_batch_421-440.jsonl,10825034,Seeing the Unseen: A Forecast of Cybersecurity Threats Posed by Vision Language Models,MATCHED,Seeing the Unseen: A Forecast of Cybersecurity Threats Posed by Vision Language Models,Seeing the Unseen: A Forecast of Cybersecurity Threats Posed by Vision Language Models,10.1109/bigdata62323.2024.10825034,ID_EXACT,1.0,
431,IEEE,IEEE_S1_batch_421-440.jsonl,10825267,AutoRed: Automated Attack Scenario Generation Framework for Red Teaming of LLMs,MATCHED,AutoRed: Automated Attack Scenario Generation Framework for Red Teaming of LLMs,AutoRed: Automated Attack Scenario Generation Framework for Red Teaming of LLMs,10.1109/bigdata62323.2024.10825267,ID_EXACT,1.0,
432,IEEE,IEEE_S1_batch_421-440.jsonl,10825103,SoK: Prompt Hacking of Large Language Models,MATCHED,SoK: Prompt Hacking of Large Language Models,SoK: Prompt Hacking of Large Language Models,10.1109/bigdata62323.2024.10825103,ID_EXACT,1.0,
433,IEEE,IEEE_S1_batch_421-440.jsonl,10825099,Securing Vision-Language Models with a Robust Encoder Against Jailbreak and Adversarial Attacks,MATCHED,Securing Vision-Language Models with a Robust Encoder Against Jailbreak and Adversarial Attacks,Securing Vision-Language Models with a Robust Encoder Against Jailbreak and Adversarial Attacks,10.1109/bigdata62323.2024.10825099,ID_EXACT,1.0,
434,IEEE,IEEE_S1_batch_421-440.jsonl,10825143,StyleRec: A Benchmark Dataset for Prompt Recovery in Writing Style Transformation,MATCHED,StyleRec: A Benchmark Dataset for Prompt Recovery in Writing Style Transformation,StyleRec: A Benchmark Dataset for Prompt Recovery in Writing Style Transformation,10.1109/bigdata62323.2024.10825143,ID_EXACT,1.0,
435,IEEE,IEEE_S1_batch_421-440.jsonl,10827351,Protection of LLM Environment Using Prompt Security,MATCHED,Protection of LLM Environment Using Prompt Security,Protection of LLM Environment Using Prompt Security,10.1109/ictc62082.2024.10827351,ID_EXACT,1.0,
436,IEEE,IEEE_S1_batch_421-440.jsonl,10813380,Optimizing Transformer Models for Prompt Jailbreak Attack Detection in AI Assistant Systems,MATCHED,Optimizing Transformer Models for Prompt Jailbreak Attack Detection in AI Assistant Systems,Optimizing Transformer Models for Prompt Jailbreak Attack Detection in AI Assistant Systems,10.1109/vcris63677.2024.10813380,ID_EXACT,1.0,
437,IEEE,IEEE_S1_batch_421-440.jsonl,10771205,Developing Assurance Cases for Adversarial Robustness and Regulatory Compliance in LLMs,MATCHED,Developing Assurance Cases for Adversarial Robustness and Regulatory Compliance in LLMs,Developing Assurance Cases for Adversarial Robustness and Regulatory Compliance in LLMs,10.1109/issrew63542.2024.00081,ID_EXACT,1.0,
438,IEEE,IEEE_S1_batch_421-440.jsonl,10771340,A Study on Prompt Injection Attack Against LLM-Integrated Mobile Robotic Systems,MATCHED,A Study on Prompt Injection Attack Against LLM-Integrated Mobile Robotic Systems,A Study on Prompt Injection Attack Against LLM-Integrated Mobile Robotic Systems,10.1109/issrew63542.2024.00103,ID_EXACT,1.0,
439,IEEE,IEEE_S1_batch_421-440.jsonl,10761619,Data Breach Prevention in AI Systems: Employing Event-Driven Architecture to Combat Prompt Injection Attacks in Chatbots,MATCHED,Data Breach Prevention in AI Systems: Employing Event-Driven Architecture to Combat Prompt Injection Attacks in Chatbots,Data Breach Prevention in AI Systems: Employing Event-Driven Architecture to Combat Prompt Injection Attacks in Chatbots,10.1109/icicn62625.2024.10761619,ID_EXACT,1.0,
440,IEEE,IEEE_S1_batch_441-460.jsonl,10765053,Efficient Detection of Toxic Prompts in Large Language Models,MATCHED,Efficient Detection of Toxic Prompts in Large Language Models,Efficient Detection of Toxic Prompts in Large Language Models,,ID_EXACT,1.0,
441,IEEE,IEEE_S1_batch_441-460.jsonl,10760963,Defending Against GCG Jailbreak Attacks with Syntax Trees and Perplexity in LLMs,MATCHED,Defending Against GCG Jailbreak Attacks with Syntax Trees and Perplexity in LLMs,Defending Against GCG Jailbreak Attacks with Syntax Trees and Perplexity in LLMs,10.1109/gcce62371.2024.10760963,ID_EXACT,1.0,
442,IEEE,IEEE_S1_batch_441-460.jsonl,10769346,"Adversarial AI Attacks, Mitigations, and Defense Strategies: A cybersecurity professional's guide to AI attacks, threat modeling, and securing AI with MLSecOps",MATCHED,,,,ID_EXACT,1.0,
443,IEEE,IEEE_S1_batch_441-460.jsonl,10758949,Adversarial Testing of LLMs Across Multiple Languages,MATCHED,Adversarial Testing of LLMs Across Multiple Languages,Adversarial Testing of LLMs Across Multiple Languages,10.1109/isncc62547.2024.10758949,ID_EXACT,1.0,
444,IEEE,IEEE_S1_batch_441-460.jsonl,10755823,Enhancing System Security: LLM-Driven Defense Against Prompt Injection Vulnerabilities,MATCHED,Enhancing System Security: LLM-Driven Defense Against Prompt Injection Vulnerabilities,Enhancing System Security: LLM-Driven Defense Against Prompt Injection Vulnerabilities,10.1109/tcset64720.2024.10755823,ID_EXACT,1.0,
445,IEEE,IEEE_S1_batch_441-460.jsonl,10745288,Generative AI in Action,MATCHED,,,,ID_EXACT,1.0,
446,IEEE,IEEE_S1_batch_441-460.jsonl,10732418,Jailbreak Attacks on Large Language Models and Possible Defenses: Present Status and Future Possibilities,MATCHED,Jailbreak Attacks on Large Language Models and Possible Defenses: Present Status and Future Possibilities,Jailbreak Attacks on Large Language Models and Possible Defenses: Present Status and Future Possibilities,10.1109/istas61960.2024.10732418,ID_EXACT,1.0,
447,IEEE,IEEE_S1_batch_441-460.jsonl,10721790,A Methodology for Risk Management of Generative AI based Systems,MATCHED,A Methodology for Risk Management of Generative AI based Systems,A Methodology for Risk Management of Generative AI based Systems,10.23919/softcom62040.2024.10721790,ID_EXACT,1.0,
448,IEEE,IEEE_S1_batch_441-460.jsonl,10718584,Exploring the Essence of Prompt Tone: A Comparative Study of Large Language Model Security,MATCHED,Exploring the Essence of Prompt Tone: A Comparative Study of Large Language Model Security,Exploring the Essence of Prompt Tone: A Comparative Study of Large Language Model Security,10.1109/iceeict61591.2024.10718584,ID_EXACT,1.0,
449,IEEE,IEEE_S1_batch_441-460.jsonl,10705238,A Framework for Security Testing of Large Language Models,MATCHED,A Framework for Security Testing of Large Language Models,A Framework for Security Testing of Large Language Models,10.1109/is61756.2024.10705238,ID_EXACT,1.0,
450,IEEE,IEEE_S1_batch_441-460.jsonl,10679411,A Modular Generative Honeypot Shell,MATCHED,A Modular Generative Honeypot Shell,A Modular Generative Honeypot Shell,10.1109/csr61664.2024.10679411,ID_EXACT,1.0,
451,IEEE,IEEE_S1_batch_441-460.jsonl,10679816,Defending Large Language Models Against Jailbreak Attacks Through Chain of Thought Prompting,MATCHED,Defending Large Language Models Against Jailbreak Attacks Through Chain of Thought Prompting,Defending Large Language Models Against Jailbreak Attacks Through Chain of Thought Prompting,10.1109/nana63151.2024.00028,ID_EXACT,1.0,
452,IEEE,IEEE_S1_batch_441-460.jsonl,10646856,From Chatbots to Phishbots?: Phishing Scam Generation in Commercial Large Language Models,MATCHED,From Chatbots to Phishbots?: Phishing Scam Generation in Commercial Large Language Models,From Chatbots to Phishbots?: Phishing Scam Generation in Commercial Large Language Models,10.1109/sp54263.2024.00182,ID_EXACT,1.0,
453,IEEE,IEEE_S1_batch_441-460.jsonl,10646612,PromptCARE: Prompt Copyright Protection by Watermark Injection and Verification,MATCHED,PromptCARE: Prompt Copyright Protection by Watermark Injection and Verification,PromptCARE: Prompt Copyright Protection by Watermark Injection and Verification,10.1109/sp54263.2024.00209,ID_EXACT,1.0,
454,IEEE,IEEE_S1_batch_441-460.jsonl,10579532,Defending Language Models Against Image-Based Prompt Attacks via User-Provided Specifications,MATCHED,Defending Language Models Against Image-Based Prompt Attacks via User-Provided Specifications,Defending Language Models Against Image-Based Prompt Attacks via User-Provided Specifications,10.1109/spw63631.2024.00017,ID_EXACT,1.0,
455,IEEE,IEEE_S1_batch_441-460.jsonl,10555871,Strengthening LLM Trust Boundaries: A Survey of Prompt Injection Attacks Surender Suresh Kumar Dr. M.L. Cummings Dr. Alexander Stimpson,MATCHED,Strengthening LLM Trust Boundaries: A Survey of Prompt Injection Attacks Surender Suresh Kumar Dr. M.L. Cummings Dr. Alexander Stimpson,Strengthening LLM Trust Boundaries: A Survey of Prompt Injection Attacks Surender Suresh Kumar Dr. M.L. Cummings Dr. Alexander Stimpson,10.1109/ichms59971.2024.10555871,ID_EXACT,1.0,
456,IEEE,IEEE_S1_batch_441-460.jsonl,10527300,AbuseGPT: Abuse of Generative AI ChatBots to Create Smishing Campaigns,MATCHED,AbuseGPT: Abuse of Generative AI ChatBots to Create Smishing Campaigns,AbuseGPT: Abuse of Generative AI ChatBots to Create Smishing Campaigns,10.1109/isdfs60797.2024.10527300,ID_EXACT,1.0,
457,IEEE,IEEE_S1_batch_441-460.jsonl,10448041,FuzzLLM: A Novel and Universal Fuzzing Framework for Proactively Discovering Jailbreak Vulnerabilities in Large Language Models,MATCHED,FuzzLLM: A Novel and Universal Fuzzing Framework for Proactively Discovering Jailbreak Vulnerabilities in Large Language Models,FuzzLLM: A Novel and Universal Fuzzing Framework for Proactively Discovering Jailbreak Vulnerabilities in Large Language Models,10.1109/icassp48485.2024.10448041,ID_EXACT,1.0,
458,IEEE,IEEE_S1_batch_441-460.jsonl,10413528,Large Language Models and Security,MATCHED,Large Language Models and Security,Large Language Models and Security,10.1109/msec.2023.3345568,ID_EXACT,1.0,
459,IEEE,IEEE_S1_batch_441-460.jsonl,10487667,A Novel Evaluation Framework for Assessing Resilience Against Prompt Injection Attacks in Large Language Models,MATCHED,A Novel Evaluation Framework for Assessing Resilience Against Prompt Injection Attacks in Large Language Models,A Novel Evaluation Framework for Assessing Resilience Against Prompt Injection Attacks in Large Language Models,10.1109/csde59766.2023.10487667,ID_EXACT,1.0,
460,IEEE,IEEE_S1_batch_461-464.jsonl,10389637,Contextual Spelling Correction with Large Language Models,MATCHED,Contextual Spelling Correction with Large Language Models,Contextual Spelling Correction with Large Language Models,10.1109/asru57964.2023.10389637,ID_EXACT,1.0,
461,IEEE,IEEE_S1_batch_461-464.jsonl,10350690,On the Adversarial Robustness of Multi-Modal Foundation Models,MATCHED,On the Adversarial Robustness of Multi-Modal Foundation Models,On the Adversarial Robustness of Multi-Modal Foundation Models,10.1109/iccvw60793.2023.00395,ID_EXACT,1.0,
462,IEEE,IEEE_S1_batch_461-464.jsonl,10198233,From ChatGPT to ThreatGPT: Impact of Generative AI in Cybersecurity and Privacy,MATCHED,From ChatGPT to ThreatGPT: Impact of Generative AI in Cybersecurity and Privacy,From ChatGPT to ThreatGPT: Impact of Generative AI in Cybersecurity and Privacy,10.1109/access.2023.3300381,ID_EXACT,1.0,
463,IEEE,IEEE_S1_batch_461-464.jsonl,11618882,Editorial: Three Reasons You Must Not Use AI Tools for Peer Review,MATCHED,Editorial: Three Reasons You Must Not Use AI Tools for Peer Review,Editorial: Three Reasons You Must Not Use AI Tools for Peer Review,10.1109/emr.2026.3702480,ID_EXACT,1.0,
0,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0001_Federico2026,Exploiting large language models in peer review: indirect prompt injection attacks and integrity probes,MATCHED,Exploiting large language models in peer review: indirect prompt injection attacks and integrity probes,Exploiting large language models in peer review: indirect prompt injection attacks and integrity probes,10.1007/s11192-026-05695-x,ID_EXACT,1.0,
1,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0002_Alfredo2026,Indirect prompt injection in large language models,MATCHED,Indirect prompt injection in large language models,Indirect prompt injection in large language models,10.1007/s00521-026-12266-x,ID_EXACT,1.0,
2,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0003_H2026,Adversarial Attacks on Large Language Models: The Prompt Injection Approach,MATCHED,Adversarial Attacks on Large Language Models: The Prompt Injection Approach,Adversarial Attacks on Large Language Models: The Prompt Injection Approach,10.1007/978-981-95-4452-3_17,ID_EXACT,1.0,
3,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0004_Hamza2026,Adversarial Attacks on Large Language Model Applications: Prompt Injection and Token Drain Exploitation,MATCHED,Adversarial Attacks on&#xa0;Large Language Model Applications: Prompt Injection and&#xa0;Token Drain Exploitation,Adversarial Attacks on&#xa0;Large Language Model Applications: Prompt Injection and&#xa0;Token Drain Exploitation,10.1007/978-3-032-23347-9_2,ID_EXACT,1.0,
4,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0005_Jagadeesan2026,Detection and analysis of prompt injection in indian multilingual large language models,MATCHED,Detection and analysis of prompt injection in indian multilingual large language models,Detection and analysis of prompt injection in indian multilingual large language models,10.1038/s41598-026-43883-0,ID_EXACT,1.0,
5,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0006_Yunfu2026,Prompt injection attacks on educational large language models for higher and vocational education,MATCHED,Prompt injection attacks on educational large language models for higher and vocational education,Prompt injection attacks on educational large language models for higher and vocational education,10.1038/s41598-026-46563-1,ID_EXACT,1.0,
6,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0007_Miosz2026,Compliance-First RAG with Inference Isolation: Embedding Choice and Prompt-Injection Robustness in a Polish Enterprise Corpus,MATCHED,Compliance-First RAG with&#xa0;Inference Isolation: Embedding Choice and&#xa0;Prompt-Injection Robustness in&#xa0;a&#xa0;Polish Enterprise Corpus,Compliance-First RAG with&#xa0;Inference Isolation: Embedding Choice and&#xa0;Prompt-Injection Robustness in&#xa0;a&#xa0;Polish Enterprise Corpus,10.1007/978-3-032-27927-9_23,ID_EXACT,1.0,
7,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0008_Ethan2026,Prompt Injection in Clinical Artificial Intelligence Systems: The Emerging Security Challenge of Large Language Models and Agentic AI,MATCHED,Prompt Injection in Clinical Artificial Intelligence Systems: The Emerging Security Challenge of Large Language Models and Agentic AI,Prompt Injection in Clinical Artificial Intelligence Systems: The Emerging Security Challenge of Large Language Models and Agentic AI,10.1007/s10439-026-04376-3,ID_EXACT,1.0,
8,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0009_Jian2026,Boosting Jailbreak Transferability for Large Language Models,MATCHED,Boosting Jailbreak Transferability for&#xa0;Large Language Models,Boosting Jailbreak Transferability for&#xa0;Large Language Models,10.1007/978-981-95-5761-5_31,ID_EXACT,1.0,
9,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0010_Jenifer2026,An API-Driven Framework for Detecting and Mitigating Prompt Injection Vulnerabilities in Open-Source Large Language Models (LLMs),MATCHED,An API-Driven Framework for&#xa0;Detecting and&#xa0;Mitigating Prompt Injection Vulnerabilities in&#xa0;Open-Source Large Language Models (LLMs),An API-Driven Framework for&#xa0;Detecting and&#xa0;Mitigating Prompt Injection Vulnerabilities in&#xa0;Open-Source Large Language Models (LLMs),10.1007/978-3-032-30909-9_24,ID_EXACT,1.0,
10,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0011_Dishita2026,When Generative AI Prompts Bite Back: Investigating Different Types of Prompt Injection Attacks on Large Language Models (LLMs) and Their Prevention Methods,MATCHED,When Generative AI Prompts Bite Back: Investigating Different Types of Prompt Injection Attacks on Large Language Models (LLMs) and Their Prevention Methods,When Generative AI Prompts Bite Back: Investigating Different Types of Prompt Injection Attacks on Large Language Models (LLMs) and Their Prevention Methods,10.1007/978-3-032-16791-0_30,ID_EXACT,1.0,
11,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0012_Nazarii2026,Comparative evaluation of machine learning methods for protecting LLMs from prompt injection attacks,MATCHED,Comparative evaluation of machine learning methods for protecting LLMs from prompt injection attacks,Comparative evaluation of machine learning methods for protecting LLMs from prompt injection attacks,10.1007/s10207-026-01264-8,ID_EXACT,1.0,
12,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0013_Shuo2026,Bringing the Dual-LLM pattern to practice in Google ADK for deterministic AI agent security against prompt injection,MATCHED,Bringing the Dual-LLM pattern to practice in Google ADK for deterministic AI agent security against prompt injection,Bringing the Dual-LLM pattern to practice in Google ADK for deterministic AI agent security against prompt injection,10.1007/s10015-026-01152-3,ID_EXACT,1.0,
13,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0014_Shengnan2026,IntentBreaker: Intent-Adaptive Jailbreak Attack on Large Language Models,MATCHED,IntentBreaker: Intent-Adaptive Jailbreak Attack on&#xa0;Large Language Models,IntentBreaker: Intent-Adaptive Jailbreak Attack on&#xa0;Large Language Models,10.1007/978-3-032-06078-5_14,ID_EXACT,1.0,
14,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0015_Niklas2026,Ethical Implications of Prompt Injection in AI-mediated Grading: An Adversarial Red-Team Evaluation,MATCHED,Ethical Implications of Prompt Injection in AI-mediated Grading: An Adversarial Red-Team Evaluation,Ethical Implications of Prompt Injection in AI-mediated Grading: An Adversarial Red-Team Evaluation,10.1007/s10805-026-09758-9,ID_EXACT,1.0,
15,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0016_Johan2026,Jailbreaking Large Language Models Through Content Concretization,MATCHED,Jailbreaking Large Language Models Through Content Concretization,Jailbreaking Large Language Models Through Content Concretization,10.1007/978-3-032-08064-6_20,ID_EXACT,1.0,
16,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0017_Nguyen2026,Prompt Injection Detection via Attention Tracking: A Comparative Evaluation,MATCHED,Prompt Injection Detection via Attention Tracking: A Comparative Evaluation,Prompt Injection Detection via Attention Tracking: A Comparative Evaluation,10.1007/978-3-032-30310-3_46,ID_EXACT,1.0,
17,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0018_Gaurang2026,"A Review of Jailbreaking Large Language Models: Methods, Challenges, and Defences",MATCHED,"A Review of Jailbreaking Large Language Models: Methods, Challenges, and Defences","A Review of Jailbreaking Large Language Models: Methods, Challenges, and Defences",10.1007/978-3-032-20612-1_4,ID_EXACT,1.0,
18,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0019_ShihWen2026,Iterative Prompting with Persuasion Skills in Jailbreaking Large Language Models,MATCHED,Iterative Prompting with Persuasion Skills in Jailbreaking Large Language Models,Iterative Prompting with Persuasion Skills in Jailbreaking Large Language Models,10.1007/978-981-95-0887-7_33,ID_EXACT,1.0,
19,Springer,SPRINGER_S1_batch_001-020.jsonl,SPRINGER_0020_Shudarsan2026,Securing LLM-Integrated Chatbots: A Transformer-Based Vulnerability Scanner for Prompt Injection and Jailbreak Detection,MATCHED,Securing LLM-Integrated Chatbots: A Transformer-Based Vulnerability Scanner for&#xa0;Prompt Injection and&#xa0;Jailbreak Detection,Securing LLM-Integrated Chatbots: A Transformer-Based Vulnerability Scanner for&#xa0;Prompt Injection and&#xa0;Jailbreak Detection,10.1007/978-3-032-17443-7_13,ID_EXACT,1.0,
20,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0021_Aastha2026,"Securing Retrieval-Augmented Generation: Prompt Injection, Exfiltration Paths, and Practical Defenses",MATCHED,"Securing Retrieval-Augmented Generation: Prompt Injection, Exfiltration Paths, and Practical Defenses","Securing Retrieval-Augmented Generation: Prompt Injection, Exfiltration Paths, and Practical Defenses",10.1007/978-3-032-28591-1_50,ID_EXACT,1.0,
21,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0022_Chongwen2026,Defending Against Jailbreak Through Early Exit Generation of Large Language Models,MATCHED,Defending Against Jailbreak Through Early Exit Generation of&#xa0;Large Language Models,Defending Against Jailbreak Through Early Exit Generation of&#xa0;Large Language Models,10.1007/978-981-95-4445-5_36,ID_EXACT,1.0,
22,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0023_Yupeng2026,FATS: A Prompt Injection Attack Utilizing Feign Security Agents with Deceptive Few-Shots Learning,MATCHED,FATS: A Prompt Injection Attack Utilizing Feign Security Agents with&#xa0;Deceptive Few-Shots Learning,FATS: A Prompt Injection Attack Utilizing Feign Security Agents with&#xa0;Deceptive Few-Shots Learning,10.1007/978-981-95-7078-2_47,ID_EXACT,1.0,
23,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0024_Beilei2026,RPDP-Guard: Defending Large Language Models Against Jailbreaking Attacks Through Risk Perception and Dynamic Prompting,MATCHED,RPDP-Guard: Defending Large Language Models Against Jailbreaking Attacks Through Risk Perception and&#xa0;Dynamic Prompting,RPDP-Guard: Defending Large Language Models Against Jailbreaking Attacks Through Risk Perception and&#xa0;Dynamic Prompting,10.1007/978-3-032-21168-2_4,ID_EXACT,1.0,
24,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0025_Laizhen2026,StreamGuard: A Streaming-Based Defense Against Jailbreaking Attacks in Large Language Models,MATCHED,StreamGuard: A Streaming-Based Defense Against Jailbreaking Attacks in&#xa0;Large Language Models,StreamGuard: A Streaming-Based Defense Against Jailbreaking Attacks in&#xa0;Large Language Models,10.1007/978-981-95-4109-6_21,ID_EXACT,1.0,
25,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0026_Yueqi2023,Defending ChatGPT against jailbreak attack via self-reminders,MATCHED,Defending ChatGPT against jailbreak attack via self-reminders,Defending ChatGPT against jailbreak attack via self-reminders,10.1038/s42256-023-00765-8,ID_EXACT,1.0,
26,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0027_Nur2026,Prompt Injection is All You Need: A Systemic Framework for Evaluating Healthcare Misinformation in LLMs,MATCHED,Prompt Injection is All You Need: A Systemic Framework for&#xa0;Evaluating Healthcare Misinformation in&#xa0;LLMs,Prompt Injection is All You Need: A Systemic Framework for&#xa0;Evaluating Healthcare Misinformation in&#xa0;LLMs,10.1007/978-3-032-00652-3_2,ID_EXACT,1.0,
27,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0028_TheAnh2025,Exploring Prompt Injection: Methodologies and Risks with an Interactive Chatbot Demonstration,MATCHED,Exploring Prompt Injection: Methodologies and&#xa0;Risks with&#xa0;an&#xa0;Interactive Chatbot Demonstration,Exploring Prompt Injection: Methodologies and&#xa0;Risks with&#xa0;an&#xa0;Interactive Chatbot Demonstration,10.1007/978-981-96-4288-5_31,ID_EXACT,1.0,
28,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0029_Daniil2025,Prompt Injection Attacks in Defended Systems,MATCHED,Prompt Injection Attacks in&#xa0;Defended Systems,Prompt Injection Attacks in&#xa0;Defended Systems,10.1007/978-3-031-80853-1_30,ID_EXACT,1.0,
29,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0030_Canaan2025,Round Trip Translation Defence Against Large Language Model Jailbreaking Attacks,MATCHED,Round Trip Translation Defence Against Large Language Model Jailbreaking Attacks,Round Trip Translation Defence Against Large Language Model Jailbreaking Attacks,10.1007/978-981-96-8197-6_21,ID_EXACT,1.0,
30,Springer,SPRINGER_S1_batch_021-040.jsonl,SPRINGER_0031_Yegor2025,Retrieval Poisoning Attacks Based on Prompt Injections into Retrieval-Augmented Generation Systems that Store Generated Responses,MATCHED,Retrieval Poisoning Attacks Based on&#xa0;Prompt Injections into Retrieval-Augmented Generation Systems that&#xa0;Store Generated Responses,Retrieval Poisoning Attacks Based on&#xa0;Prompt Injections into Retrieval-Augmented Generation Systems that&#xa0;Store Generated Responses,10.1007/978-3-031-80853-1_31,ID_EXACT,1.0,
