study_key,sources,source_count,title,abstract,authors,year,doi,url,venue,screening_status,n_evaluations,relevance_score,score_range_if_repeated,confidence,hard_exclude,study_type,contribution_types,contexts,reason,priority_band
doi:10.1109/aann66429.2025.11257661,['IEEE'],1,Reconstruction-Based Prompt Generation Algorithm for Prompt Injection Attacks,"In order to better bypass the security mechanism of the existing model and verify the vulnerabilities of the model in prompt word injection, we propose a reconstructed prompt generation algorithm (RPGA) to explore the prompt injection attacks of large language models. By combining fictional scenes and template-based, more confusing and diverse prompt words are generated. By dynamically generating prompt words, the invisibility and success rate of attacks are enhanced. Experimental results show that RPGA has a high attack success rate on multiple mainstream large language models, which fully verifies the vulnerability of the current model in prompt word injection attacks. Compared with direct prompt injection and indirect prompt injection, the success rate of reconfiguration prompt injection attack is significantly improved. The result highlights the vulnerability of current large language models in the face of complex prompt word attacks, and provides an important reference for the improvement of subsequent model security mechanisms.","Yu, Zhengyi and Fan, Chunlong",2025,10.1109/aann66429.2025.11257661,,2025 5th International Conference on Advanced Algorithms and Neural Networks (AANN),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['CYBERSECURITY', 'GENERAL_LLM']","Prompt injection é o foco central, com um algoritmo de reconstrução para gerar prompts adversariais mais diversos e evasivos. O resumo relata experimentos em múltiplos LLMs e comparação com injeção direta e indireta, embora forneça poucos detalhes sobre modelos e métricas.",0.80–1.00 alta prioridade
doi:10.1109/ccge67142.2026.11581521,['IEEE'],1,Automated Framework for Red-Team Prompt Injection Testing of LLMs,"The main aim of this work is to improve Large Language Models (LLMs)security assessment by creating an automated framework for red team prompt injection testing of LLMs. Materials and Methods: The system uses reasoning-based prompt generation together with adaptive feedback to construct its framework. The system compares its performance against baseline random and static attack techniques by testing both methods during 30 prompt iterations. At present, two types of red-teaming models exist which include static models and random models. The automated framework develops better adversarial prompts through model feedback which improves their performance with time. Results: The proposed method reduces the average number of iterations to 15.1, raises the coverage to 74.2%, and raises the attack success rate to 62.3%, which is higher than the rates for static and random attacks, which are 36.8% and 19.4%, respectively. The proposed framework provides an effective LLM security assessment method which outperforms traditional assessment techniques in both speed and accuracy.","K, Manikandan. and S, Bharanidharan. and K, Sudha. and R, Arulalan. and R, Manoja. and M, Chandru.",2026,10.1109/ccge67142.2026.11581521,,"2026 2nd International Conference on Computing, Communication and Green Engineering (CCGE)",EVALUATED,1,0.9,0.0,0.97,False,RED_TEAMING,"['ATTACK', 'EVALUATION', 'FRAMEWORK', 'RED_TEAMING']",['GENERAL_LLM'],"Desenvolve um framework automatizado de red teaming especificamente para prompt injection, com geração adaptativa de prompts adversariais. Compara abordagens estática e aleatória e reporta cobertura, ASR e número de iterações.",0.80–1.00 alta prioridade
doi:10.1109/cisce65916.2025.11065135,['IEEE'],1,JailSmash: Lightweight Jailbreaking of LLM Applications on Android Smartphones,"The rapid growth of LLM APPs brings potential security risks, particularly jailbreaking attacks. These attacks involve bypassing LLM security mechanisms through carefully designed prompts to generate harmful or unethical content, posing threats to both individuals and organizations. We developed a lightweight jailbreak tool called JailSmash, which leverages jailbreak templates based on in-context learning (ICL) and strategies to guide third-party large language models in automatically generating jailbreak test sets. This tool also enables automated interaction and evaluation of jailbreak results with LLM apps on Android smartphones. Furthermore, we used JailSmash to conduct jailbreak security assessments on 30 mainstream LLM apps, thereby validating the effectiveness of the tool.","Tian, Chen and Yuan, Qi and Liu, Xiaoli and Yan, Ying",2025,10.1109/cisce65916.2025.11065135,,"2025 IEEE 7th International Conference on Communications, Information System and Computer Engineering (CISCE)",EVALUATED,1,0.9,0.0,0.97,False,RED_TEAMING,"['ATTACK', 'EVALUATION', 'FRAMEWORK', 'RED_TEAMING']","['CHATBOT', 'CYBERSECURITY', 'GENERAL_LLM']",O artigo apresenta uma ferramenta para geração automatizada de conjuntos de jailbreak e avaliação automática de aplicações LLM em Android. A aplicação da ferramenta a 30 apps fornece evidência empírica relevante para red teaming e avaliação de ataques.,0.80–1.00 alta prioridade
doi:10.1109/ic2sdt68218.2025.11383622,['IEEE'],1,SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines,"Retrieval-Augmented Generation is most commonly used to combine large language models with an external knowledge base in an attempt to ground them. This significantly improves the performance in terms of factual information, but sometimes these pipelines can also expose sensitive information if not handled properly. In this work, SecureRag a framework is presented which is designed to reduce the leakage of sensitive information in these systems. Synthetic datasets were created for six domains including legal, financial, healthcare, government, and e-commerce using Python Faker Library. To implement the SecureRag system, filtering layers were implemented that redacts confidential content before it reaches the large language model. The implementation began with regular expression based filters which were later enhanced with Microsoft Presidio based filters. The implementation was evaluated with multiple tests and large language models including MiniLm, Gemini Flash 2.5, BERT-QA. The RAG system was tested against various scenarios of adversarial attacks such as prompt injections, Base64-encoded data, and needle-in-the-haystack challenges. The results show that SecureRag can effectively prevent sensitive information leakage in RAG pipelines while keeping the retrieval performance intact, this offers a safer approach for RAG pipelines.","Mishra, Nidhi and Rai, Kanchan and Sharma, Dhruv",2025,10.1109/ic2sdt68218.2025.11383622,,2025 Second International Conference on Pioneering Developments in Computer Science & Digital Technologies (IC2SDT),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DATASET', 'DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION', 'PREVENTION']","['CYBERSECURITY', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'RAG']","The work proposes and evaluates a RAG defense framework against sensitive-data leakage, explicitly testing prompt injections alongside other adversarial scenarios. Its RAG setting, filtering defenses, synthetic datasets, multiple models, and attack tests make it highly relevant.",0.80–1.00 alta prioridade
doi:10.1109/ic2sdt68218.2025.11383695,['IEEE'],1,Partial-Reps: Defending Large Language Models against Jailbreaks via Partial Repetition,"Jailbreaks in Large Language Models (LLMs) compromise their security and force them to generate malicious content. State-of-the-Art (SOTA) solutions either query the same model multiple times to use the model itself as a jailbreak detector, or use a separate classifier trained to detect malicious outputs. Training a separate classifier is inefficient when defending against jailbreaks on which the model hasn't been trained, whereas the self-querying solution has the issue that querying the same model multiple times incurs overhead in time and computational power. Addressing the issue of self-querying, we propose a novel approach that attempts to achieve better accuracy and reduce computational complexity by leveraging tokenization. We experiment with the approach on eight benchmark datasets and three benchmark LLMs. We observe that our approach preserves the accuracy while significantly reducing the computational complexity.","Gujjari, Neha and Williams, Dhruva Menon and Ravi, Nagarathna and Nallana, Mithun Babu and Hasan Ansari, Md Talib",2025,10.1109/ic2sdt68218.2025.11383695,,2025 Second International Conference on Pioneering Developments in Computer Science & Digital Technologies (IC2SDT),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'EVALUATION']",['GENERAL_LLM'],"The paper directly proposes a jailbreak defense intended to reduce the cost of self-querying detection. It is evaluated on eight benchmark datasets and three LLMs, providing direct empirical evidence on defense effectiveness and efficiency.",0.80–1.00 alta prioridade
doi:10.1109/icaiic68212.2026.11454256,['IEEE'],1,Prompt Injection Detection via Key Feature Integration in Large Language Models,"This study proposes Total-Layer Detection (TLD), a novel framework that integrally utilizes all layers of a Large Language Model to detect prompt injection attacks effectively. To address the computational inefficiency arising from high-dimensional data, we selectively utilized only the core features decisive for attack identification. Experiments demonstrated that TLD achieves higher accuracy and superior efficiency compared to single-layer approaches by efficiently reducing the feature dimensionality from the concatenated total-layer vector while enhancing detection precision.","Won, Seyeon and Pak, Wooguil",2026,10.1109/icaiic68212.2026.11454256,,2026 International Conference on Artificial Intelligence in Information and Communication (ICAIIC),EVALUATED,1,0.9,0.0,0.97,False,DETECTION,"['DETECTION', 'EVALUATION', 'FRAMEWORK']",['GENERAL_LLM'],Propõe um framework específico para detecção de prompt injection utilizando características selecionadas de todas as camadas do LLM. Experimentos reportam ganhos de precisão e eficiência frente a abordagens de camada única.,0.80–1.00 alta prioridade
doi:10.1109/mita69365.2026.11582392,['IEEE'],1,Enhancing Jailbreak Defense with Diverse Perturbation Combinations,"While aligning large language models (LLMs) with human preferences can prevent undesired outputs, recent research indicates that jailbreak prompts can easily bypass such safeguards, resulting in the generation of prohibited content. In response, perturbation strategies are explored to damage attacks. However, some methods entail iterative checks of prompt subsequences, introducing uncontrollable complexity. Moreover, certain defenses relying on random perturbation are inadequate in disrupting malicious requests, leading to the defense being bypassed. Others depending on a single type of perturbation may incorrectly respond to benign requests while countering attacks. To address these issues, we propose a simple but effective defense strategy called Diverse Perturbation Combinations (DPC). It refines existing perturbations and achieves enough interference on attacks through targeted perturbation, enabling defense against multiple jailbreak attacks. Moreover, by strategically combining different operations, DPC ensures stable detection of benign or harmful requests. We conduct exhaustive theoretical analysis, providing effectiveness guarantees for the defense. Experimental validation on datasets featuring diverse jailbreak prompts across multiple closed-source and open-source LLMs further confirms the empirical effectiveness of our approach.","Wu, Tingting and Gao, Qi and Yu, Zhiwen",2026,10.1109/mita69365.2026.11582392,,2026 13th International Conference on Machine Intelligence Theory and Applications (MiTA),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'MITIGATION', 'PREVENTION']",['GENERAL_LLM'],"Propõe uma defesa específica contra jailbreak baseada em combinações de perturbações e a valida em múltiplos datasets e LLMs. O foco é diretamente alinhado à mitigação de ataques, com evidência teórica e experimental.",0.80–1.00 alta prioridade
doi:10.1109/tpami.2026.3694189,['IEEE'],1,EVA: Editing for Versatile Alignment Against Jailbreaks,"Large Language Models (LLMs) and Vision Language Models (VLMs) have demonstrated impressive capabilities but remain vulnerable to jailbreaking attacks, where adversaries exploit textual or visual triggers to bypass safety guardrails. Recent defenses typically rely on safety fine-tuning or external filters to reduce the model’s likelihood of producing harmful content. While effective to some extent, these methods often incur significant computational overheads and suffer from the safety utility trade-off, degrading the model’s performance on benign tasks. To address these challenges, we propose EVA (Editing for Versatile Alignment against Jailbreaks), a novel framework that pioneers the application of direct model editing for safety alignment. EVA reframes safety alignment as a precise knowledge correction task. Instead of retraining massive parameters, EVA identifies and surgically edits specific neurons responsible for the model’s susceptibility to harmful instructions, while leaving the vast majority of the model unchanged. By localizing the updates, EVA effectively neutralizes harmful behaviors without compromising the model’s general reasoning capabilities. Extensive experiments demonstrate that EVA outperforms baselines in mitigating jailbreaks across both LLMs and VLMs, offering a precise and efficient solution for post-deployment safety alignment.","Wang, Yi and Qiu, Hongye and Xu, Yue and Yang, Sibei and Qin, Zhan and Huang, Minlie and Wang, Wenjie",2026,10.1109/tpami.2026.3694189,,IEEE Transactions on Pattern Analysis and Machine Intelligence,EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['GENERAL_LLM', 'MULTIMODAL']","Jailbreak é o fenômeno central e a contribuição principal é uma defesa por edição direta de neurônios associados à suscetibilidade a instruções nocivas. O resumo relata experimentos extensos em LLMs e VLMs contra baselines, com preservação de utilidade.",0.80–1.00 alta prioridade
doi:10.1109/vcris63677.2024.10813380,['IEEE'],1,Optimizing Transformer Models for Prompt Jailbreak Attack Detection in AI Assistant Systems,"Integrating AI-powered assistants in different areas has changed how people retrieve information. Users can now get quick responses, use the service whenever needed, and handle inquiries well. However, relying on these systems has increasingly raised worries about their safety and reliability, especially when facing threats like prompt injection or jailbreak attacks. These attacks take advantage of the weaknesses of large language models (LLMs) by changing input prompts to create harmful, biased, or misleading results. This paper examines prompt jailbreak attacks in ChatGPT-based assistant chatbots, especially in education. It examines the weaknesses in these systems and suggests ways to detect these attacks by fine-tuning various Transformer models. The research also includes adding prompt jailbreak attack detection in a virtual assistant application for university use. This aims to ensure teachers and students can interact safely and rely on the system. Through rigorous experimentation and evaluation, we demonstrate the practicality and effectiveness of our detection methods, providing reassurance and confidence in the face of AI security challenges. Our studies emphasize the need for robust AI chatbots and offer practical solutions to preserve the integrity of AI-driven tools.","Tien, Le Anh and Van Huong, Pham",2024,10.1109/vcris63677.2024.10813380,,2024 1st International Conference On Cryptography And Information Security (VCRIS),EVALUATED,1,0.9,0.0,0.97,False,DETECTION,"['DETECTION', 'EVALUATION']","['CHATBOT', 'GENERAL_LLM']",O foco é detectar prompt injection e jailbreak em assistentes baseados em ChatGPT por meio de fine-tuning de diferentes modelos Transformer. O trabalho inclui implementação em um assistente universitário e experimentação para avaliar a eficácia dos detectores.,0.80–1.00 alta prioridade
doi:10.1109/aict67988.2025.11268746,['IEEE'],1,A Secure and Effective Framework for Key Concept Mining from Educational Content Using Large Language Models,"Large Language Models (LLMs) are increasingly prevalent in educational systems, with significant potential to enhance learning experiences through various applications. However, their integration into educational environments can introduce security vulnerabilities, thereby threatening the reliability and integrity of the learning process. Despite the growing adoption of LLMs in education, domain-specific threat assessment for educational applications remains significantly underexplored. To address this gap, we developed a secure educational LLM framework for lecture summarization through systematic threat modeling using the OWASP risk rating methodology. Our analysis identified five major vulnerabilities, among which “prompt injection” was ranked as the highest-severity risk, particularly affecting student interfaces, where malicious inputs could compromise system behavior and educational content integrity. We evaluated an effective defense mechanism known as semantic smoothing, against 20 adversarial prompts across five state-of-the-art LLM models, namely, GPT-4o, GPT-5, Mistral-7B-Instruct-v0.1, Deepseek-llm-7b-chat, Falcon-7b-instruct. The results show that defense effectiveness is highly dependent on the model. GPT-5 achieved optimal protection (HCR reduced from 45% to 30%), while Deepseek-llm-7b-chat showed counterproductive regression under perturbations. These findings demonstrate that robust mitigation strategies must consider the characteristics of individual models, as defenses may vary widely in effectiveness across different LLM architectures.","Abdul Rasheed, Ashika Sameem and Mehedy Masud, Mohammad",2025,10.1109/aict67988.2025.11268746,,2025 IEEE 19th International Conference on Application of Information and Communication Technologies (AICT),EVALUATED,1,0.9,0.0,0.98,False,APPLICATION_SECURITY,"['DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['DOCUMENT_PROCESSING', 'GENERAL_LLM', 'INFORMATION_EXTRACTION', 'OTHER', 'UNTRUSTED_INPUT']","O estudo trata segurança de uma aplicação de mineração de conceitos e sumarização educacional, identificando prompt injection como risco de maior severidade e avaliando semantic smoothing como defesa. A avaliação cobre 20 prompts adversariais em cinco LLMs e reporta variação de eficácia entre modelos.",0.80–1.00 alta prioridade
doi:10.1109/cscwd68734.2026.11582504,['IEEE'],1,GRED: Gradual Jailbreak Attack via Relational Decomposition on Large Language Model,"Jailbreak attack is effective in verifying the security of large language models (LLMs). With the development of LLMs, an increasing number of jailbreak attack methods have been proposed to explore the security boundaries of LLMs. Most existing methods employ more universal black-box approaches, that is, using carefully constructed prompts to bypass the security mechanisms of LLMs, enabling the models to answer malicious questions. Previous methods have attempted techniques such as specific templates and semantic obfuscation to transform the original questions into transition questions and achieve jailbreak attacks through multi-round dialogues. However, they lack to guarantee of semantic coherence and purpose consistency throughout the process. Our method uses an attack LLM, starts from the semantic perspective, extracting multiple entity-relation-entity triples from the original question and generating subquestions based on these triples. By sending these sub-questions to the target model, we create a context with background knowledge related to the original question. Then, we summarize the context and gradually generate transition questions with reference to the semantics of the original question, guiding the target LLM to answer the original question, thus completing the jailbreak attack. We call this jailbreak attack GRED (Gradual jailbreak attack based on Relational Decomposition). We conducted extensive experiments on AdvBench, and the results demonstrate that our method achieves the state-of-the-art performance.Warning: This paper contains malicious content from some model outputs.","Zou, Xide and Wang, Dongyu and Tang, Chaoxing and Zhang, Lan",2026,10.1109/cscwd68734.2026.11582504,,2026 29th International Conference on Computer Supported Cooperative Work in Design (CSCWD),EVALUATED,1,0.9,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']",['GENERAL_LLM'],Propõe um ataque de jailbreak gradual baseado em decomposição relacional e diálogos multi-turn. O método é avaliado experimentalmente no AdvBench e comparado com abordagens existentes.,0.80–1.00 alta prioridade
doi:10.1109/icaiic68212.2026.11454295,['IEEE'],1,Detection of Prompt Injection Attacks Using a Hierarchical Approach,"Large Language Models are vulnerable to prompt injection attacks. Although various detection techniques have been proposed, approaches relying on external classifiers are limited by high computational overhead. Accordingly, this paper proposes Multi-layer Hierarchical Detection, a fast and lightweight method that utilizes hidden states from each Transformer layer to perform classification. This method reduces the average number of classification layers required for detection by 75.3 % to 88.5 % compared to the baseline method, while maintaining performance within a marginal F 1 -score difference of 0.5 %. Consequently, the proposed method reduces detection latency and provides an efficient solution.","Lee, Sujin and Pak, Wooguil",2026,10.1109/icaiic68212.2026.11454295,,2026 International Conference on Artificial Intelligence in Information and Communication (ICAIIC),EVALUATED,1,0.9,0.0,0.98,False,DETECTION,"['DETECTION', 'EVALUATION']",['GENERAL_LLM'],"O foco é detectar prompt injection por classificação hierárquica de estados ocultos de camadas Transformer. O resumo apresenta resultados quantitativos de eficiência, latência e F1, indicando avaliação empírica direta.",0.80–1.00 alta prioridade
doi:10.1109/iccit68739.2025.11491115,['IEEE'],1,HiddenGuard: Real-Time Detection and Mitigation of Steganographic Prompt Injection Attacks in Multimodal Large Language Models,"Multimodal Large Language Models (MLLMs) enable powerful cross-modal reasoning but expose new security risks. One such threat is steganographic prompt injection, where malicious instructions are hidden in images. Existing defenses either incur high latency or fail to detect sophisticated attacks. We propose HiddenGuard, a real-time detection framework integrating (1) cross-modal consistency analysis, (2) wavelet-based steganographic detection, and (3) context-aware threat assessment. HiddenGuard achieves 94.7% accuracy with under 50 ms latency, outperforming prior methods while reducing overhead by 67%.","Parupally, Vamshidhar Reddy and Gottam, Monisha",2025,10.1109/iccit68739.2025.11491115,,2025 28th International Conference on Computer and Information Technology (ICCIT),EVALUATED,1,0.9,0.0,0.98,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['EXTERNAL_CONTENT', 'GENERAL_LLM', 'MULTIMODAL', 'UNTRUSTED_INPUT']","O trabalho trata diretamente de prompt injection esteganográfico oculto em imagens e propõe detecção e mitigação em tempo real para MLLMs. O resumo apresenta métricas de acurácia, latência e overhead, embora forneça menos detalhes experimentais que outros estudos.",0.80–1.00 alta prioridade
doi:10.1109/peccii70991.2026.11662091,['IEEE'],1,"Prompt Firewalls for Securing Large Language Model Systems: Threats, Architectures, and Design Trade-offs","Large Language Models are increasingly deployed as core components of enterprise automation platforms, retrieval-augmented generation systems, and autonomous agentic work-flows. While these systems enable advanced reasoning and decision-making, they also introduce a new attack surface rooted in natural language interaction. Prompt injection and indirect prompt injection attacks exploit the instruction-following behavior of these models, allowing adversaries to manipulate system behavior through untrusted inputs and external context.Prompt Firewalls have emerged as a security mechanism that intercepts and constrain prompt construction before or during model inference. Existing approaches range from lexical filtering and policy enforcement to semantic validation, role-aware parsing, and stateful monitoring across multi-step workflows, each presenting distinct architectural trade-offs.This survey provides a structured and implementation-oriented review of Prompt Firewall research. We examine attack models, design principles, deployment strategies, and enforcement mechanisms, and compare representative approaches to identify strengths, limitations, and open challenges in securing Large Language Model systems.","Hossain, Md. Shojib and Adnan, Md Nasim and Sheikh, Mohammad Nowsin Amin and Rahman, Muhammad Towfiqur",2026,10.1109/peccii70991.2026.11662091,,"2026 International Conference on Power, Electronics, Communications, Computing, and Intelligent Infrastructure (PECCII)",EVALUATED,1,0.9,0.0,0.98,False,SURVEY,"['DEFENSE', 'MITIGATION', 'PREVENTION', 'SURVEY']","['AGENT', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'RAG', 'UNTRUSTED_INPUT']","O survey é centrado em prompt injection e indirect prompt injection e revisa arquiteturas de prompt firewall, mecanismos de enforcement, modelos de ataque e trade-offs. O contexto inclui RAG, workflows agentivos e entradas externas não confiáveis, com síntese estruturada de abordagens de defesa.",0.80–1.00 alta prioridade
